name, integer_ops, flops, memory_ops, loads, stores, branch_ops, uncond_branch_ops, cond_branch_ops, comparison, cpu_ops, total_ops,vector_ops,data/L1_cache, data/L2_cache, data/L3_cache,num_loops, num_vec_loops, num_par_loops, num_par_dep_loops, num_vec_dep_loops, raw_dep, war_dep, waw_dep, num_bbs, num_edges,PAPI_L1_DCM, PAPI_L1_ICM, PAPI_L2_DCM, PAPI_L2_ICM, PAPI_L1_TCM, PAPI_L2_TCM, PAPI_FPU_IDL, PAPI_TLB_DM, PAPI_TLB_IM, PAPI_TLB_TL, PAPI_STL_ICY, PAPI_HW_INT, PAPI_BR_TKN, PAPI_BR_MSP, PAPI_TOT_INS, PAPI_FP_INS, PAPI_BR_INS, PAPI_VEC_INS, PAPI_RES_STL, PAPI_TOT_CYC, PAPI_L1_DCH, PAPI_L2_DCH, PAPI_L1_DCA, PAPI_L2_DCA, PAPI_L1_ICH, PAPI_L2_ICH, PAPI_L1_ICA, PAPI_L2_ICA, PAPI_L1_ICR, PAPI_L2_TCH, PAPI_L1_TCA, PAPI_L2_TCA, PAPI_FML_INS, PAPI_FAD_INS, PAPI_FDV_INS, PAPI_FSQ_INS, PAPI_FP_OPS, PAPI_SP_OPS, PAPI_DP_OPS,Runtime
jacobi-1d-imper_N900_2400, 56118608, 6474600, 56122207, 47486702, 8635505, 12955503, 8636401, 4319101, 4319101, 12949200, 131670918,1617300,0.146484, 0.018311, 0.000572,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,799, 103, 29, 18, 895, 55, 34620416, 11, 0, 11, 20472, 36, 4319173, 1864, 112241027, 6474600, 4320990, 17265600, 43345973, 82244212, 53977388, 3223, 53978258, 3448, 17292315, 90, 17292361, 101, 17292370, 2820, 71270508, 4919, 2158200, 4316400, 0, 0, 6474600, 0, 6474600,0.035078
jacobi-1d-imper_N1024_1100, 29239304, 3373056, 29243399, 24742914, 4500485, 6753283, 4501505, 2251777, 2251777, 6746112, 68609042,841728,0.067139, 0.008392, 0.000262,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,221, 65, 18, 19, 248, 37, 18050569, 6, 0, 6, 21872, 19, 2251831, 2095, 58482897, 3373056, 2253896, 8994816, 22568709, 42861227, 28134661, 439, 28134844, 446, 9024915, 42, 9024941, 62, 9025229, 221, 37159786, 742, 1124352, 2248704, 0, 0, 3373056, 0, 3373056,0.018282
jacobi-1d-imper_N1024_1200, 31901704, 3680256, 31905799, 26995714, 4910085, 7367683, 4911105, 2456577, 2456577, 7360512, 74855442,918528,0.073242, 0.009155, 0.000286,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,299, 79, 18, 16, 334, 38, 19690118, 6, 0, 6, 22244, 21, 2456633, 2097, 63807699, 3680256, 2458698, 9814016, 24654248, 46790552, 30694720, 581, 30694826, 575, 9844104, 58, 9844158, 71, 9844137, 342, 40539033, 942, 1226752, 2453504, 0, 0, 3680256, 0, 3680256,0.019904
jacobi-1d-imper_N1024_1300, 34564104, 3987456, 34568199, 29248514, 5319685, 7982083, 5320705, 2661377, 2661377, 7974912, 81101842,995328,0.079346, 0.009918, 0.000310,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,230, 82, 19, 24, 274, 45, 21329210, 7, 0, 7, 22155, 22, 2661435, 2098, 69132501, 3987456, 2663500, 10633216, 25902060, 49882678, 33254703, 473, 33254920, 495, 10663478, 53, 10663384, 77, 10663373, 206, 43918304, 823, 1329152, 2658304, 0, 0, 3987456, 0, 3987456,0.021599
jacobi-1d-imper_N1024_1400, 37226504, 4294656, 37230599, 31501314, 5729285, 8596483, 5730305, 2866177, 2866177, 8589312, 87348242,1072128,0.085449, 0.010681, 0.000334,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,368, 83, 19, 22, 403, 42, 22976385, 7, 0, 7, 23022, 24, 2866238, 2112, 74457303, 4294656, 2868302, 11452416, 28761090, 54584173, 35814640, 657, 35814965, 673, 11482607, 57, 11482605, 81, 11482781, 377, 47297557, 1074, 1431552, 2863104, 0, 0, 4294656, 0, 4294656,0.023221
jacobi-1d-imper_N1024_1500, 39888904, 4601856, 39892999, 33754114, 6138885, 9210883, 6139905, 3070977, 3070977, 9203712, 93594642,1148928,0.091553, 0.011444, 0.000358,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,399, 86, 21, 18, 456, 40, 24616191, 7, 0, 7, 23611, 25, 3071039, 2102, 79782105, 4601856, 3073103, 12271616, 30108541, 57776823, 38374590, 678, 38374981, 706, 12301862, 64, 12301824, 86, 12301857, 378, 50677331, 2736, 1533952, 3067904, 0, 0, 4601856, 0, 4601856,0.024931
jacobi-1d-imper_N1024_1600, 42551304, 4909056, 42555399, 36006914, 6548485, 9825283, 6549505, 3275777, 3275777, 9818112, 99841042,1225728,0.097656, 0.012207, 0.000381,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,299, 84, 23, 19, 339, 43, 26261830, 8, 0, 8, 23161, 28, 3275840, 2103, 85106907, 4909056, 3277905, 13090816, 32849502, 62361015, 40934729, 682, 40934946, 701, 13122047, 66, 13122086, 80, 13122071, 358, 54057047, 1158, 1636352, 3272704, 0, 0, 4909056, 0, 4909056,0.026588
jacobi-1d-imper_N1024_1700, 45213704, 5216256, 45217799, 38259714, 6958085, 10439683, 6959105, 3480577, 3480577, 10432512, 106087442,1302528,0.103760, 0.012970, 0.000405,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,383, 86, 23, 18, 421, 48, 27900437, 8, 0, 8, 22655, 30, 3480642, 2104, 90431708, 5216256, 3482707, 13910016, 34914987, 66268907, 43494666, 755, 43495023, 865, 13940240, 71, 13940266, 87, 13940260, 511, 57435402, 1577, 1738752, 3477504, 0, 0, 5216256, 0, 5216256,0.028232
jacobi-1d-imper_N1024_1800, 47876104, 5523456, 47880199, 40512514, 7367685, 11054083, 7368705, 3685377, 3685377, 11046912, 112333842,1379328,0.109863, 0.013733, 0.000429,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,464, 97, 25, 27, 541, 52, 29540785, 9, 0, 9, 22853, 31, 3685444, 2108, 95756510, 5523456, 3687509, 14729216, 36951063, 70147082, 46054688, 944, 46055048, 987, 14759527, 71, 14759516, 98, 14759780, 561, 60814553, 1650, 1841152, 3682304, 0, 0, 5523456, 0, 5523456,0.029934
jacobi-1d-imper_N1024_1900, 50538504, 5830656, 50542599, 42765314, 7777285, 11668483, 7778305, 3890177, 3890177, 11661312, 118580242,1456128,0.115967, 0.014496, 0.000453,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,464, 103, 25, 27, 587, 48, 31178669, 9, 0, 9, 22912, 32, 3890245, 2108, 101081311, 5830656, 3892310, 15548416, 38214605, 73164235, 48614648, 839, 48614938, 873, 15578665, 80, 15578700, 102, 15578726, 458, 64193896, 1405, 1943552, 3887104, 0, 0, 5830656, 0, 5830656,0.031575
jacobi-1d-imper_N1024_2000, 53200904, 6137856, 53204999, 45018114, 8186885, 12282883, 8187905, 4094977, 4094977, 12275712, 124826642,1532928,0.122070, 0.015259, 0.000477,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,526, 98, 24, 21, 574, 45, 32818118, 9, 0, 9, 22587, 34, 4095047, 2111, 106406113, 6137856, 4097113, 16367616, 41084955, 77967690, 51174664, 944, 51175090, 1030, 16397956, 75, 16398000, 98, 16397936, 538, 67572991, 1569, 2045952, 4091904, 0, 0, 6137856, 0, 6137856,0.033045
jacobi-1d-imper_N1024_2100, 55863304, 6445056, 55867399, 47270914, 8596485, 12897283, 8597505, 4299777, 4299777, 12890112, 131073042,1609728,0.128174, 0.016022, 0.000501,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,614, 116, 30, 24, 691, 52, 34459859, 10, 0, 10, 23315, 35, 4299848, 2112, 111730914, 6445056, 4301913, 17186816, 41781782, 80508662, 53734612, 1831, 53735127, 1863, 17217108, 86, 17217197, 111, 17217322, 1415, 70952390, 3332, 2148352, 4296704, 0, 0, 6445056, 0, 6445056,0.034879
jacobi-1d-imper_N1024_2200, 58525704, 6752256, 58529799, 49523714, 9006085, 13511683, 9007105, 4504577, 4504577, 13504512, 137319442,1686528,0.134277, 0.016785, 0.000525,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,606, 110, 28, 20, 653, 49, 36099909, 10, 0, 10, 24419, 38, 4504651, 2112, 117055717, 6752256, 4506716, 18006016, 45137139, 85710268, 56294592, 1770, 56295218, 1803, 18036573, 82, 18036423, 107, 18036383, 1354, 74331517, 2798, 2250752, 4501504, 0, 0, 6752256, 0, 6752256,0.036543
jacobi-1d-imper_N1024_2300, 61188104, 7059456, 61192199, 51776514, 9415685, 14126083, 9416705, 4709377, 4709377, 14118912, 143565842,1763328,0.140381, 0.017548, 0.000548,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,744, 119, 31, 22, 846, 52, 37741823, 12, 0, 12, 24385, 39, 4709452, 2116, 122380518, 7059456, 4711517, 18825216, 47238669, 89653470, 58854502, 3243, 58855122, 3140, 18855542, 91, 18855638, 122, 18855626, 2638, 77710715, 4603, 2353152, 4706304, 0, 0, 7059456, 0, 7059456,0.038267
jacobi-1d-imper_N1024_2400, 63850504, 7366656, 63854599, 54029314, 9825285, 14740483, 9826305, 4914177, 4914177, 14733312, 149812242,1840128,0.146484, 0.018311, 0.000572,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,4891, 119, 30, 22, 4942, 52, 39402326, 11, 0, 11, 21978, 41, 4914254, 2122, 127705320, 7366656, 4916319, 19644416, 49371028, 93626110, 61413370, 7572, 61418305, 7607, 19675846, 99, 19675866, 121, 19675945, 7092, 81093948, 9432, 2455552, 4911104, 0, 0, 7366656, 0, 7366656,0.039901
jacobi-1d-imper_N1100_1, 6608, 0, 11007, 7702, 3305, 7703, 4401, 3301, 3301, 0, 25318,0,0.000061, 0.000008, 0.000000,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,24, 31, 3, 24, 33, 28, 11473, 0, 0, 0, 4131, 0, 3337, 25, 17791, 0, 5554, 0, 510, 11842, 10047, 3, 10047, 6, 5679, 6, 5644, 32, 5652, 10, 15741, 38, 0, 0, 0, 0, 0, 0, 0,0.000006
jacobi-1d-imper_N1100_2, 6608, 0, 11007, 7702, 3305, 7703, 4401, 3301, 3301, 0, 25318,0,0.000122, 0.000015, 0.000000,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,19, 27, 2, 19, 24, 21, 10673, 0, 0, 0, 3940, 0, 3337, 22, 17791, 0, 5554, 0, 24, 10699, 10044, 5, 10038, 7, 5652, 5, 5641, 24, 5647, 12, 15714, 31, 0, 0, 0, 0, 0, 0, 0,0.000006
jacobi-1d-imper_N1100_4, 63808, 6600, 68207, 56102, 12105, 20903, 13201, 7701, 7701, 13200, 159518,0,0.000244, 0.000031, 0.000001,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,22, 29, 6, 19, 33, 29, 24163, 2, 0, 2, 1842, 0, 7737, 29, 132191, 6600, 9954, 17600, 41316, 89629, 65060, 2, 65067, 7, 24492, 10, 24392, 29, 24386, 14, 89479, 43, 2200, 4400, 0, 0, 6600, 0, 6600,0.000044
jacobi-1d-imper_N1100_8, 178208, 19800, 182607, 152902, 29705, 47303, 30801, 16501, 16501, 39600, 427918,0,0.000488, 0.000061, 0.000002,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,45, 33, 7, 20, 45, 36, 99668, 2, 0, 2, 2172, 0, 16537, 29, 360991, 19800, 18754, 52800, 126177, 253609, 175066, 18, 175077, 17, 59660, 9, 59623, 26, 59617, 23, 234734, 50, 6600, 13200, 0, 0, 19800, 0, 19800,0.000112
jacobi-1d-imper_N1100_16, 407008, 46200, 411407, 346502, 64905, 100103, 66001, 34101, 34101, 92400, 964718,0,0.000977, 0.000122, 0.000004,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,26, 29, 10, 25, 36, 36, 287441, 2, 0, 2, 22902, 1, 34138, 2232, 818591, 46200, 36354, 123200, 308790, 641475, 412650, 3, 412643, 16, 155345, 13, 155305, 27, 155287, 7, 567974, 51, 15400, 30800, 0, 0, 46200, 0, 46200,0.000275
jacobi-1d-imper_N1100_32, 864608, 99000, 869007, 733702, 135305, 205703, 136401, 69301, 69301, 198000, 2038318,23100,0.001953, 0.000244, 0.000008,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,29, 48, 10, 20, 62, 37, 571099, 2, 0, 2, 24515, 0, 69337, 2232, 1733791, 99000, 71554, 264000, 660150, 1311927, 852704, 9, 852666, 18, 297221, 11, 297254, 39, 297229, 32, 1149805, 76, 33000, 66000, 0, 0, 99000, 0, 99000,0.000561
jacobi-1d-imper_N1100_64, 1779808, 204600, 1784207, 1508102, 276105, 416903, 277201, 139701, 139701, 409200, 4185518,49500,0.003906, 0.000488, 0.000015,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,37, 31, 9, 18, 44, 28, 1133107, 2, 0, 2, 22570, 1, 139738, 2230, 3564192, 204600, 141955, 545600, 1301256, 2583838, 1732669, 15, 1732660, 27, 577742, 9, 577658, 31, 577662, 16, 2310366, 67, 68200, 136400, 0, 0, 204600, 0, 204600,0.001135
jacobi-1d-imper_N1100_128, 3610208, 415800, 3614607, 3056902, 557705, 839303, 558801, 280501, 280501, 831600, 8479918,102300,0.007812, 0.000977, 0.000031,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,63, 48, 11, 24, 71, 31, 2268150, 2, 0, 2, 22721, 2, 280539, 2232, 7224993, 415800, 282757, 1108800, 2778253, 5328379, 3492694, 42, 3492666, 52, 1141084, 23, 1141019, 43, 1140917, 35, 4633601, 208, 138600, 277200, 0, 0, 415800, 0, 415800,0.002269
jacobi-1d-imper_N1100_256, 7271008, 838200, 7275407, 6154502, 1120905, 1684103, 1122001, 562101, 562101, 1676400, 17068718,207900,0.015625, 0.001953, 0.000061,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,53, 43, 12, 17, 66, 30, 4512511, 3, 0, 3, 23082, 4, 562141, 2232, 14546596, 838200, 564359, 2235200, 5621400, 10706082, 7012804, 74, 7012786, 81, 2267370, 18, 2267318, 39, 2267335, 36, 9280057, 157, 279400, 558800, 0, 0, 838200, 0, 838200,0.004560
jacobi-1d-imper_N1100_300, 8529408, 983400, 8533807, 7219302, 1314505, 1974503, 1315601, 658901, 658901, 1966800, 20021118,244200,0.018311, 0.002289, 0.000072,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,53, 43, 13, 18, 65, 33, 5297047, 3, 0, 3, 24101, 6, 658943, 2232, 17063397, 983400, 661159, 2622400, 6592145, 12549785, 8222738, 77, 8222720, 92, 2655692, 22, 2655630, 41, 2655725, 33, 10878407, 187, 327800, 655600, 0, 0, 983400, 0, 983400,0.005336
jacobi-1d-imper_N1100_400, 11389408, 1313400, 11393807, 9639302, 1754505, 2634503, 1755601, 878901, 878901, 2626800, 26731118,326700,0.024414, 0.003052, 0.000095,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,71, 48, 13, 19, 67, 33, 7056304, 3, 0, 3, 23211, 7, 878945, 2235, 22783398, 1313400, 881161, 3502400, 8795165, 16732653, 10972736, 110, 10972749, 119, 3534574, 21, 3534563, 44, 3534669, 33, 14507341, 219, 437800, 875600, 0, 0, 1313400, 0, 1313400,0.007135
jacobi-1d-imper_N1100_512, 14592608, 1683000, 14597007, 12349702, 2247305, 3373703, 2248401, 1125301, 1125301, 3366000, 34246318,419100,0.031250, 0.003906, 0.000122,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,107, 46, 14, 18, 141, 32, 9029155, 4, 0, 4, 23170, 9, 1125347, 2242, 29189800, 1683000, 1127563, 4488000, 11262178, 21416859, 14052732, 201, 14052751, 211, 4520210, 31, 4520333, 47, 4520176, 98, 18572960, 373, 561000, 1122000, 0, 0, 1683000, 0, 1683000,0.009123
jacobi-1d-imper_N1100_600, 17109408, 1973400, 17113807, 14479302, 2634505, 3954503, 2635601, 1318901, 1318901, 3946800, 40151118,491700,0.036621, 0.004578, 0.000143,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,76, 49, 16, 18, 103, 34, 10577327, 4, 0, 4, 22988, 11, 1318948, 2241, 34223402, 1973400, 1321165, 5262400, 13197933, 25095141, 16472785, 172, 16472852, 185, 5294616, 34, 5294631, 47, 5294660, 60, 21767771, 337, 657800, 1315600, 0, 0, 1973400, 0, 1973400,0.010707
jacobi-1d-imper_N1100_700, 19969408, 2303400, 19973807, 16899302, 3074505, 4614503, 3075601, 1538901, 1538901, 4606800, 46861118,574200,0.042725, 0.005341, 0.000167,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,184, 61, 12, 25, 221, 37, 12346975, 4, 0, 4, 23425, 13, 1538950, 2241, 39943404, 2303400, 1541167, 6142400, 15395840, 29273572, 19222700, 315, 19222835, 325, 6174689, 35, 6174700, 63, 6174649, 181, 25397537, 539, 767800, 1535600, 0, 0, 2303400, 0, 2303400,0.012501
jacobi-1d-imper_N1100_800, 22829408, 2633400, 22833807, 19319302, 3514505, 5274503, 3515601, 1758901, 1758901, 5266800, 53571118,656700,0.048828, 0.006104, 0.000191,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,168, 64, 17, 19, 206, 34, 14099996, 5, 0, 5, 23402, 15, 1758952, 2244, 45663406, 2633400, 1761169, 7022400, 17634447, 33492314, 21973020, 349, 21972888, 322, 7054664, 48, 7054642, 67, 7054670, 175, 29027575, 578, 877800, 1755600, 0, 0, 2633400, 0, 2633400,0.014284
jacobi-1d-imper_N1100_900, 25689408, 2963400, 25693807, 21739302, 3954505, 5934503, 3955601, 1978901, 1978901, 5926800, 60281118,739200,0.054932, 0.006866, 0.000215,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,166, 69, 17, 20, 215, 38, 15868337, 5, 0, 5, 23429, 17, 1978954, 2254, 51383407, 2963400, 1981171, 7902400, 19852525, 37690289, 24722745, 330, 24722881, 346, 7934692, 47, 7934674, 65, 7934788, 162, 32657926, 696, 987800, 1975600, 0, 0, 2963400, 0, 2963400,0.016112
jacobi-1d-imper_N1100_1024, 29235808, 3372600, 29240207, 24740102, 4500105, 6752903, 4501201, 2251701, 2251701, 6745200, 68601518,841500,0.062500, 0.007812, 0.000244,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,286, 74, 20, 23, 328, 41, 18047064, 6, 0, 6, 25064, 19, 2251755, 2252, 58476210, 3372600, 2253973, 8993600, 22565652, 42859736, 28132647, 453, 28132892, 490, 9025939, 53, 9025915, 77, 9025923, 282, 37159023, 851, 1124200, 2248400, 0, 0, 3372600, 0, 3372600,0.018278
jacobi-1d-imper_N1100_1100, 31409408, 3623400, 31413807, 26579302, 4834505, 7254503, 4835601, 2418901, 2418901, 7246800, 73701118,904200,0.067139, 0.008392, 0.000262,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,262, 69, 18, 21, 303, 35, 19391653, 6, 0, 6, 24250, 21, 2418957, 2246, 62823412, 3623400, 2421174, 9662400, 24267796, 46067953, 30222759, 478, 30222945, 495, 9695884, 52, 9695812, 69, 9695990, 262, 39918857, 815, 1207800, 2415600, 0, 0, 3623400, 0, 3623400,0.019576
jacobi-1d-imper_N1100_1200, 34269408, 3953400, 34273807, 28999302, 5274505, 7914503, 5275601, 2638901, 2638901, 7906800, 80411118,986700,0.073242, 0.009155, 0.000286,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,299, 79, 18, 22, 344, 41, 21151640, 6, 0, 6, 23934, 24, 2638972, 2252, 68543413, 3953400, 2641186, 10542400, 26482007, 50261137, 32972739, 619, 32973042, 535, 10574723, 60, 10574789, 83, 10574903, 283, 43547772, 885, 1317800, 2635600, 0, 0, 3953400, 0, 3953400,0.021418
jacobi-1d-imper_N1100_1300, 37129408, 4283400, 37133807, 31419302, 5714505, 8574503, 5715601, 2858901, 2858901, 8566800, 87121118,1069200,0.079346, 0.009918, 0.000310,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,326, 81, 18, 27, 354, 46, 22912065, 7, 0, 7, 24583, 24, 2858961, 2264, 74263415, 4283400, 2861178, 11422400, 28673560, 54431966, 35722790, 629, 35723117, 648, 11454790, 65, 11454791, 75, 11454919, 373, 47177925, 1166, 1427800, 2855600, 0, 0, 4283400, 0, 4283400,0.023237
jacobi-1d-imper_N1100_1400, 39989408, 4613400, 39993807, 33839302, 6154505, 9234503, 6155601, 3078901, 3078901, 9226800, 93831118,1151700,0.085449, 0.010681, 0.000334,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,317, 85, 22, 24, 377, 41, 24682013, 7, 0, 7, 25218, 26, 3078962, 2256, 79983417, 4613400, 3081180, 12302400, 30859692, 58601219, 38472899, 661, 38473069, 674, 12336264, 64, 12335910, 85, 12335926, 345, 50808994, 1244, 1537800, 3075600, 0, 0, 4613400, 0, 4613400,0.024959
jacobi-1d-imper_N1100_1500, 42849408, 4943400, 42853807, 36259302, 6594505, 9894503, 6595601, 3298901, 3298901, 9886800, 100541118,1234200,0.091553, 0.011444, 0.000358,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,409, 83, 22, 24, 455, 43, 26442633, 7, 0, 7, 24543, 27, 3298965, 2254, 85703418, 4943400, 3301181, 13182400, 33092480, 62811874, 41222716, 760, 41223071, 780, 13214847, 67, 13214939, 96, 13214850, 458, 54437921, 1306, 1647800, 3295600, 0, 0, 4943400, 0, 4943400,0.026791
jacobi-1d-imper_N1100_1600, 45709408, 5273400, 45713807, 38679302, 7034505, 10554503, 7035601, 3518901, 3518901, 10546800, 107251118,1316700,0.097656, 0.012207, 0.000381,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,451, 84, 22, 21, 464, 40, 28204011, 8, 0, 8, 24422, 30, 3518967, 2259, 91423420, 5273400, 3521183, 14062400, 35281461, 66981078, 43972767, 755, 43973081, 747, 14094886, 77, 14094904, 97, 14094858, 421, 58068039, 1242, 1757800, 3515600, 0, 0, 5273400, 0, 5273400,0.028547
jacobi-1d-imper_N1100_1700, 48569408, 5603400, 48573807, 41099302, 7474505, 11214503, 7475601, 3738901, 3738901, 11206800, 113961118,1399200,0.103760, 0.012970, 0.000405,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,572, 97, 22, 21, 513, 46, 29963837, 8, 0, 8, 24150, 31, 3738968, 2265, 97143423, 5603400, 3741186, 14942400, 37500079, 71179284, 46722706, 815, 46723113, 835, 14974862, 73, 14974928, 100, 14974913, 600, 61698013, 1399, 1867800, 3735600, 0, 0, 5603400, 0, 5603400,0.030369
jacobi-1d-imper_N1100_1800, 51429408, 5933400, 51433807, 43519302, 7914505, 11874503, 7915601, 3958901, 3958901, 11866800, 120671118,1481700,0.109863, 0.013733, 0.000429,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,600, 96, 27, 20, 647, 41, 31730977, 9, 0, 9, 24102, 33, 3958970, 2261, 102863425, 5933400, 3961187, 15822400, 39682010, 75344423, 49472601, 976, 49473228, 1012, 15854960, 85, 15854982, 95, 15854928, 776, 65328110, 1780, 1977800, 3955600, 0, 0, 5933400, 0, 5933400,0.032080
jacobi-1d-imper_N1100_1900, 54289408, 6263400, 54293807, 45939302, 8354505, 12534503, 8355601, 4178901, 4178901, 12526800, 127381118,1564200,0.115967, 0.014496, 0.000453,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,768, 104, 25, 22, 768, 43, 33493649, 9, 0, 9, 24317, 35, 4178973, 2263, 108583426, 6263400, 4181188, 16702400, 41847167, 79487950, 52222474, 1349, 52223170, 1373, 16734861, 76, 16734969, 95, 16734913, 1046, 68958155, 2245, 2087800, 4175600, 0, 0, 6263400, 0, 6263400,0.033947
jacobi-1d-imper_N1100_2000, 57149408, 6593400, 57153807, 48359302, 8794505, 13194503, 8795601, 4398901, 4398901, 13186800, 134091118,1646700,0.122070, 0.015259, 0.000477,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,612, 109, 25, 20, 621, 45, 35257205, 9, 0, 9, 25357, 37, 4398973, 2272, 114303427, 6593400, 4401191, 17582400, 44090282, 83717497, 54972644, 1114, 54973185, 1152, 17616050, 81, 17616049, 101, 17616075, 729, 72589360, 1832, 2197800, 4395600, 0, 0, 6593400, 0, 6593400,0.035643
jacobi-1d-imper_N1100_2100, 60009408, 6923400, 60013807, 50779302, 9234505, 13854503, 9235601, 4618901, 4618901, 13846800, 140801118,1729200,0.128174, 0.016022, 0.000501,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,767, 117, 26, 30, 822, 45, 37024288, 10, 0, 10, 25272, 38, 4618975, 2268, 120023429, 6923400, 4621192, 18462400, 46329753, 87932127, 57722591, 1368, 57723227, 1298, 18495975, 89, 18496065, 111, 18496270, 1059, 76219253, 1969, 2307800, 4615600, 0, 0, 6923400, 0, 6923400,0.037401
jacobi-1d-imper_N1100_2200, 62869408, 7253400, 62873807, 53199302, 9674505, 14514503, 9675601, 4838901, 4838901, 14506800, 147511118,1811700,0.134277, 0.016785, 0.000525,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,800, 112, 24, 17, 864, 45, 38780138, 10, 0, 10, 24212, 40, 4838978, 2272, 125743431, 7253400, 4841195, 19342400, 48534157, 92114973, 60472556, 3065, 60473272, 2982, 19375041, 88, 19374986, 106, 19375062, 2505, 79848383, 4905, 2417800, 4835600, 0, 0, 7253400, 0, 7253400,0.039207
jacobi-1d-imper_N1100_2300, 65729408, 7583400, 65733807, 55619302, 10114505, 15174503, 10115601, 5058901, 5058901, 15166800, 154221118,1894200,0.140381, 0.017548, 0.000548,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,844, 119, 29, 24, 906, 52, 40549783, 11, 0, 11, 24621, 42, 5058979, 2272, 131463433, 7583400, 5061196, 20222400, 50708167, 96265546, 63222481, 3025, 63223346, 3058, 20254951, 94, 20255123, 117, 20255039, 2569, 83478401, 4662, 2527800, 5055600, 0, 0, 7583400, 0, 7583400,0.041004
jacobi-1d-imper_N1100_2400, 68589408, 7913400, 68593807, 58039302, 10554505, 15834503, 10555601, 5278901, 5278901, 15826800, 160931118,1976700,0.146484, 0.018311, 0.000572,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,1044, 134, 26, 22, 1124, 52, 42319705, 11, 0, 11, 25379, 44, 5278981, 2272, 137183435, 7913400, 5281198, 21102400, 52959519, 100499887, 65972206, 4237, 65973193, 4243, 21135014, 98, 21135059, 125, 21135071, 3731, 87108383, 6056, 2637800, 5275600, 0, 0, 7913400, 0, 7913400,0.042803
jacobi-1d-imper_N1200_1, 7208, 0, 12007, 8402, 3605, 8403, 4801, 3601, 3601, 0, 27618,0,0.000061, 0.000008, 0.000000,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,14, 32, 3, 24, 30, 26, 12110, 0, 0, 0, 4661, 0, 3637, 25, 19391, 0, 6054, 0, 435, 11970, 10948, 0, 10942, 3, 6164, 7, 6148, 32, 6137, 11, 17138, 35, 0, 0, 0, 0, 0, 0, 0,0.000006
jacobi-1d-imper_N1200_2, 7208, 0, 12007, 8402, 3605, 8403, 4801, 3601, 3601, 0, 27618,0,0.000122, 0.000015, 0.000000,4, 2, 0, 4, 0, 3, 3, 0, 13, 15,17, 24, 3, 19, 32, 23, 11590, 0, 0, 0, 3995, 0, 3637, 25, 19391, 0, 6054, 0, 381, 11704, 10949, 0, 10939, 3, 6161, 7, 6146, 26, 6167, 9, 17146, 31, 0, 0, 0, 0, 0, 0, 0,0.000006
