name, integer_ops, flops, memory_ops, loads, stores, branch_ops, uncond_branch_ops, cond_branch_ops, comparison, cpu_ops, total_ops,vector_ops,data/L1_cache, data/L2_cache, data/L3_cache,num_loops, num_vec_loops, num_par_loops, num_par_dep_loops, num_vec_dep_loops, raw_dep, war_dep, waw_dep, num_bbs, num_edges,PAPI_L1_DCM, PAPI_L1_ICM, PAPI_L2_DCM, PAPI_L2_ICM, PAPI_L1_TCM, PAPI_L2_TCM, PAPI_FPU_IDL, PAPI_TLB_DM, PAPI_TLB_IM, PAPI_TLB_TL, PAPI_STL_ICY, PAPI_HW_INT, PAPI_BR_TKN, PAPI_BR_MSP, PAPI_TOT_INS, PAPI_FP_INS, PAPI_BR_INS, PAPI_VEC_INS, PAPI_RES_STL, PAPI_TOT_CYC, PAPI_L1_DCH, PAPI_L2_DCH, PAPI_L1_DCA, PAPI_L2_DCA, PAPI_L1_ICH, PAPI_L2_ICH, PAPI_L1_ICA, PAPI_L2_ICA, PAPI_L1_ICR, PAPI_L2_TCH, PAPI_L1_TCA, PAPI_L2_TCA, PAPI_FML_INS, PAPI_FAD_INS, PAPI_FDV_INS, PAPI_FSQ_INS, PAPI_FP_OPS, PAPI_SP_OPS, PAPI_DP_OPS,Runtime
syr2k_N2100, 407536932612, 55570410000, 296426999413, 268626351004, 27800648409, 27818301005, 18544062602, 9274238402, 9274238402, 111140820000, 787352643030,1102500,403.747559, 50.468445, 1.577139,5, 1, 0, 3, 3, 1, 1, 2, 21, 25,141720857, 343477, 81424959, 3243, 141893036, 81170110, 143378911, 5491, 9, 867, 51328786, 168076, 9274409997, 4586192, 685446505940, 55570410000, 9278822725, 129667230004, 133485333685, 392457382869, 342652222969, 3476283242, 342794298903, 3555585829, 83430627561, 336484, 83431176821, 350950, 83431030946, 1233310375, 426225346663, 3586695128, 37048410000, 18522000000, 0, 0, 55570410000, 0, 55570410000,164.163706
syr2k_N2200, 468570093212, 63892840000, 340818310813, 308854942004, 31963368809, 31982742005, 21320213202, 10662528802, 10662528802, 127785680000, 905263986030,1212200,443.115234, 55.389404, 1.730919,5, 1, 0, 3, 3, 1, 1, 2, 21, 25,174536478, 391302, 101896048, 3783, 174939100, 101976404, 163139354, 6864, 0, 4545, 57288644, 196386, 10662727706, 5057876, 788097434421, 63892840000, 10667566959, 149086520004, 163723985463, 444540909907, 393952146755, 4088035939, 394126057231, 4190039098, 95921731720, 386349, 95922453467, 393171, 95922109180, 1509461077, 490049051873, 4207543555, 42596840000, 21296000000, 0, 0, 63892840000, 0, 63892840000,189.689198
syr2k_N2300, 535411493812, 73007290000, 389433962213, 352911793004, 36522169209, 36543343005, 24360463802, 12182879202, 12182879202, 146014580000, 1034396089030,1322500,484.313965, 60.539246, 1.891851,5, 1, 0, 3, 3, 1, 1, 2, 21, 25,188303593, 449567, 108086713, 3645, 188790243, 108725387, 188440805, 3599, 10, 1549, 63304233, 222447, 12183101772, 5527539, 900516968732, 73007290000, 12188399746, 170353870004, 179365708011, 518054508108, 450155599962, 4334672427, 450344958362, 4443990790, 109601409685, 455921, 109601881057, 463950, 109601863936, 1388441095, 559945245218, 4475082956, 48673290000, 24334000000, 0, 0, 73007290000, 0, 73007290000,216.120581
syr2k_N2400, 608325134412, 82949760000, 442465953613, 400970904004, 41495049609, 41518104005, 27676814402, 13841289602, 13841289602, 165899520000, 1175258952030,1442400,527.343750, 65.917969, 2.059937,5, 1, 0, 3, 3, 1, 1, 2, 21, 25,246837830, 517882, 138530220, 182, 247654689, 138334388, 207843990, 1566, 12, 1297, 69243960, 262515, 13841548388, 6026505, 1023149101480, 82949760000, 13847313326, 193553280004, 215399905504, 588846937070, 511419950690, 5095986157, 511667121390, 5234265296, 124523215603, 513578, 124523643310, 519814, 124523706566, 1743502214, 636191321644, 5279577879, 55301760000, 27648000000, 0, 0, 82949760000, 0, 82949760000,245.500330
syrk_N1, 52, 4, 61, 43, 18, 26, 15, 10, 10, 8, 143,0,0.000061, 0.000008, 0.000000,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,17, 32, 4, 30, 40, 35, 2487, 1, 0, 1, 1999, 0, 46, 35, 291, 4, 67, 14, 1015, 3653, 250, 0, 252, 8, 259, 5, 268, 32, 270, 8, 560, 48, 3, 1, 0, 0, 4, 0, 4,0.000002
syrk_N2, 255, 28, 252, 204, 48, 81, 50, 30, 30, 56, 616,0,0.000244, 0.000031, 0.000001,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,24, 26, 4, 22, 39, 27, 2408, 1, 0, 1, 1709, 0, 66, 33, 712, 28, 92, 72, 592, 3130, 485, 5, 477, 8, 391, 5, 366, 26, 342, 13, 848, 42, 20, 8, 0, 0, 28, 0, 28,0.000002
syrk_N4, 1699, 208, 1492, 1276, 216, 365, 234, 130, 130, 416, 3764,8,0.000977, 0.000122, 0.000004,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,29, 34, 5, 24, 37, 34, 2679, 1, 0, 1, 1789, 0, 166, 38, 3540, 208, 208, 500, 1309, 5956, 1892, 6, 1910, 11, 844, 8, 776, 32, 755, 11, 2676, 49, 144, 64, 0, 0, 208, 0, 208,0.000003
syrk_N8, 12603, 1600, 10428, 9108, 1320, 2133, 1394, 738, 738, 3200, 26764,32,0.003906, 0.000488, 0.000015,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,43, 34, 7, 31, 41, 39, 3127, 1, 0, 1, 2234, 0, 774, 46, 24412, 1600, 872, 3780, 4842, 15751, 11856, 18, 11828, 24, 3517, 5, 3436, 32, 3460, 13, 15310, 69, 1088, 512, 0, 0, 1600, 0, 1600,0.000008
syrk_N16, 97387, 12544, 78316, 69028, 9288, 14501, 9570, 4930, 4930, 25088, 202748,128,0.015625, 0.001953, 0.000061,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,41, 30, 8, 26, 39, 33, 6206, 2, 0, 2, 4634, 0, 4966, 324, 184812, 12544, 5272, 29444, 30743, 101491, 90791, 63, 90777, 71, 25949, 8, 25837, 31, 25884, 11, 116648, 109, 8448, 4096, 0, 0, 12544, 0, 12544,0.000045
syrk_N32, 766155, 99328, 607692, 537924, 69768, 106821, 70850, 35970, 35970, 198656, 1579996,288,0.062500, 0.007812, 0.000244,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,74, 43, 18, 30, 56, 46, 19164, 5, 0, 5, 13809, 0, 36006, 1129, 1442572, 99328, 37112, 232452, 227673, 737219, 689257, 254, 689263, 270, 183539, 12, 183568, 39, 183497, 20, 872715, 422, 66560, 32768, 0, 0, 99328, 0, 99328,0.000324
syrk_N64, 6078859, 790528, 4789132, 4248196, 540936, 819845, 545154, 274690, 274690, 1581056, 12478364,1088,0.250000, 0.031250, 0.000977,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,257, 55, 57, 25, 236, 83, 61422, 17, 0, 17, 42754, 3, 274728, 4261, 11404622, 790528, 278971, 1847300, 1793114, 5696244, 5375885, 1262, 5375985, 1336, 1386784, 23, 1386736, 49, 1386727, 367, 6762760, 1509, 528384, 262144, 0, 0, 790528, 0, 790528,0.002516
syrk_N128, 48431883, 6307840, 38029068, 33768708, 4260360, 6423813, 4276994, 2146818, 2146818, 12615680, 99192604,4224,1.000000, 0.125000, 0.003906,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,9784, 101, 304, 30, 9822, 332, 252050, 66, 0, 66, 176028, 20, 2146874, 16701, 90704352, 6307840, 2163532, 14729220, 14675331, 45315065, 42461621, 267134, 42471281, 267477, 10785236, 72, 10785257, 97, 10785160, 263278, 53256555, 267850, 4210688, 2097152, 0, 0, 6307840, 0, 6307840,0.019907
syrk_N256, 386663947, 50397184, 303107596, 269289988, 33817608, 50858501, 33883650, 16974850, 16974850, 100794368, 791027228,16640,4.000000, 0.500000, 0.015625,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,95316, 528, 28241, 47, 95760, 28338, 970358, 258, 0, 258, 638260, 159, 16975044, 66253, 723522410, 50397184, 17041110, 117637124, 118776919, 361548448, 337552191, 2128360, 337647619, 2156640, 85076288, 475, 85076289, 527, 85076277, 1397413, 422724013, 2159147, 33619968, 16777216, 0, 0, 50397184, 0, 50397184,0.158525
syrk_N300, 622081811, 81090000, 487534212, 433173004, 54361208, 81723005, 54451802, 27271202, 27271202, 162180000, 1272429028,22500,5.493164, 0.686646, 0.021458,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,127378, 834, 104275, 52, 128110, 104319, 1467975, 362, 0, 357, 980633, 260, 27271499, 90910, 1055705864, 81090000, 27362117, 189270004, 212103054, 593210077, 542594865, 3321355, 542722323, 3425584, 136633430, 782, 136634241, 834, 136634166, 187155, 679356464, 3434538, 54090000, 27000000, 0, 0, 81090000, 0, 81090000,0.250461
syrk_N400, 1473922411, 192160000, 1154725612, 1026084004, 128641608, 193284005, 128802402, 64481602, 64481602, 384320000, 3014092028,40400,9.765625, 1.220703, 0.038147,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,267101, 1023, 257832, 61, 267993, 257946, 3498635, 1111, 0, 1208, 1647402, 950, 64482587, 161800, 4038728364, 192160000, 64643405, 448480004, 818340906, 2168613849, 1283846581, 7802599, 1284113758, 8060384, 515224236, 955, 515225014, 1029, 515225118, 35865, 1799338961, 8070191, 128160000, 64000000, 0, 0, 192160000, 0, 192160000,1.054729
syrk_N512, 3090156555, 402915328, 2420382732, 2150896644, 269486088, 404755461, 269749250, 135006210, 135006210, 805830656, 6318210076,66048,16.000000, 2.000000, 0.062500,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,604318, 3885, 548985, 70, 607999, 549044, 4555105, 617, 0, 633, 2934734, 1268, 135007514, 264500, 5779761600, 402915328, 135270700, 940310532, 962557070, 2895930916, 2692170753, 16453215, 2692775126, 17002643, 675838684, 3804, 675842703, 3877, 675842539, 163015, 3368617371, 17020800, 268697600, 134217728, 0, 0, 402915328, 0, 402915328,1.272604
syrk_N600, 4972323611, 648360000, 3894128412, 3460686004, 433442408, 650886005, 433803602, 217082402, 217082402, 1296720000, 10165698028,90600,21.972656, 2.746582, 0.085831,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,989700, 6303, 864182, 67, 996093, 864167, 6419028, 391, 0, 392, 4059225, 2076, 217084514, 363330, 8434813080, 648360000, 217445733, 1513080004, 1704285264, 4740822998, 4329906511, 26450855, 4330903823, 27317378, 1086526382, 6225, 1086532152, 6303, 1086532986, 238582, 5417424176, 27406777, 432360000, 216000000, 0, 0, 648360000, 0, 648360000,1.994830
syrk_N700, 7894884211, 1029490000, 6182339812, 5494377004, 687962808, 1032927005, 688454202, 344472802, 344472802, 2058980000, 16139641028,122500,29.907227, 3.738403, 0.116825,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,1441635, 9991, 1375704, 76, 1451102, 1373716, 8842796, 888, 0, 423, 5349037, 3395, 344476220, 494853, 13391716128, 1029490000, 344967586, 2402470004, 2727426862, 7547109498, 6873473085, 41777928, 6874914192, 43149770, 1723885117, 9946, 1723894555, 10024, 1723897346, 162781, 8598819190, 43219410, 686490000, 343000000, 0, 0, 1029490000, 0, 1029490000,3.197967
syrk_N800, 11783684811, 1536640000, 9226891212, 8200328004, 1026563208, 1541128005, 1027204802, 513923202, 513923202, 3073280000, 24088344028,160800,39.062500, 4.882812, 0.152588,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,2206416, 7731, 2062606, 81, 2214023, 2062590, 15452280, 499, 0, 977, 8308853, 7736, 513930824, 649309, 32282902189, 1536640000, 514572440, 3585920004, 6548024381, 17329094920, 10254334366, 62399283, 10256540716, 64460848, 4108917958, 7628, 4108924994, 7799, 4108925888, 296745, 14365465593, 64587526, 1024640000, 512000000, 0, 0, 1536640000, 0, 1536640000,8.342343
syrk_N900, 16776725411, 2187810000, 13135782612, 11674539004, 1461243608, 2193489005, 1462055402, 731433602, 731433602, 4375620000, 34293807028,202500,49.438477, 6.179810, 0.193119,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,3335961, 21293, 3101996, 76, 3356847, 3101663, 15336119, 1066, 0, 1130, 8895546, 7072, 731440711, 818946, 28455323477, 2187810000, 732252528, 5105430004, 5912123825, 16153690475, 14601397994, 89016271, 14604734286, 92119430, 3659700856, 21213, 3659722627, 21346, 3659724324, 668042, 18264431453, 93326967, 1458810000, 729000000, 0, 0, 2187810000, 0, 2187810000,6.863262
syrk_N1024, 24708651019, 3222274048, 19345192972, 17193510916, 2151682056, 3229624325, 2152732674, 1076891650, 1076891650, 6444548096, 50505742364,263168,64.000000, 8.000000, 0.250000,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,7783829, 33229, 5209093, 88, 7809834, 5202358, 19430788, 120, 9, 131, 10535446, 10662, 1076902347, 1061404, 46204482154, 3222274048, 1077952982, 7519338500, 8883829158, 24312058866, 21500942452, 136824824, 21508671996, 141965788, 5387749220, 31964, 5387781052, 32080, 5387780996, 6649742, 26896454594, 142460020, 2148532224, 1073741824, 0, 0, 3222274048, 0, 3222274048,10.402799
syrk_N1100, 30627526611, 3994210000, 23978585412, 21311741004, 2666844408, 4002691005, 2668056602, 1334634402, 1334634402, 7988420000, 62603013028,302500,73.852539, 9.231567, 0.288486,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,5989276, 38851, 5719137, 75, 6047687, 5716380, 24140279, 179, 0, 178, 13355592, 12919, 1334647355, 1225217, 51945332921, 3994210000, 1335859573, 9320630004, 10812531323, 29999084201, 26651167936, 162229713, 26656979622, 167654212, 6677013838, 40340, 6677039390, 40418, 6677033642, 951116, 33334161991, 168551962, 2663210000, 1331000000, 0, 0, 3994210000, 0, 3994210000,12.617558
syrk_N1200, 39761287211, 5185440000, 31128496812, 27666732004, 3461764808, 5195532005, 3463207202, 1732324802, 1732324802, 10370880000, 81270756028,361200,87.890625, 10.986328, 0.343323,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,7476245, 51336, 6942252, 316, 7526420, 6942628, 29352073, 915, 0, 588, 15732910, 16861, 1732341698, 1459622, 67435238666, 5185440000, 1733784117, 12100320004, 14245281161, 38488682729, 34597036247, 210557975, 34604523416, 217491777, 8666199017, 50628, 8666253913, 51020, 8666234753, 1093202, 43270756249, 219186248, 3457440000, 1728000000, 0, 0, 5185440000, 0, 5185440000,16.396252
syrk_N1300, 50551287811, 6592690000, 39574748212, 35173983004, 4400765208, 6604533005, 4402457802, 2202075202, 2202075202, 13185380000, 103323259028,422500,103.149414, 12.893677, 0.402927,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,9467631, 64531, 8772646, 62, 9529336, 8773054, 34536678, 583, 0, 584, 18279463, 21480, 2202096718, 1715277, 85733745879, 6592690000, 2203790127, 15384070004, 20012938714, 50811184962, 43982231386, 267785436, 43991755849, 276581223, 11015783257, 66675, 11015812312, 66825, 11015808036, 1436558, 55007600941, 277309858, 4395690000, 2197000000, 0, 0, 6592690000, 0, 6592690000,20.955972
syrk_N1400, 63135528411, 8233960000, 49425339612, 43929494004, 5495845608, 8247694005, 5497808402, 2749885602, 2749885602, 16467920000, 129042522028,491400,119.628906, 14.953613, 0.467300,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,11650371, 80672, 10944144, 116, 11776909, 10965012, 43542643, 787, 0, 1009, 22181381, 26840, 2749912471, 1989917, 107074852222, 8233960000, 2751875271, 19213880004, 22651928240, 61129613762, 54928479282, 333806310, 54940146180, 344828615, 13755695086, 83349, 13755754217, 83624, 13755760058, 1221665, 68695561157, 346262127, 5489960000, 2744000000, 0, 0, 8233960000, 0, 8233960000,26.172307
syrk_N1500, 77652009011, 10127250000, 60788271012, 54029265004, 6759006008, 10143015005, 6761259002, 3381756002, 3381756002, 20254500000, 158710545028,562500,137.329102, 17.166138, 0.536442,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,14665626, 100499, 13466654, 2860, 14767045, 13468403, 50004194, 272, 9, 202, 26095541, 33483, 3381789369, 2287849, 131692560168, 10127250000, 3384042020, 23631750004, 27918910565, 75250533802, 67554365225, 411467334, 67569030360, 424977789, 16916008216, 99155, 16916099408, 101983, 16916094136, 2411903, 84485132633, 426994020, 6752250000, 3375000000, 0, 0, 10127250000, 0, 10127250000,31.953235
syrk_N1600, 94238729611, 12290560000, 73771542412, 65569296004, 8202246408, 12308496005, 8204809602, 4103686402, 4103686402, 24581120000, 192609328028,641600,156.250000, 19.531250, 0.610352,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,19633551, 60821, 16698585, 237, 19677139, 16660924, 73717324, 308, 0, 303, 30391594, 63059, 4103748552, 2625199, 258155611839, 12290560000, 4106312508, 28679680004, 57415511245, 143532929822, 81967502753, 501888213, 81987355465, 518550883, 32819795359, 63181, 32819831767, 63994, 32819822637, 5488926, 114807121164, 521645863, 8194560000, 4096000000, 0, 0, 12290560000, 0, 12290560000,67.690633
syrk_N1700, 113033690211, 14741890000, 88483153812, 78645587004, 9837566808, 14762137005, 9840460202, 4921676802, 4921676802, 29483780000, 231020871028,722500,176.391602, 22.048950, 0.689030,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,21645320, 149533, 19739603, 138, 21847708, 19825202, 66618671, 1078, 0, 767, 33547030, 49832, 4921726670, 2948551, 191693779650, 14741890000, 4924618305, 34399670004, 42722783314, 113226935957, 98326935792, 599435369, 98348590369, 619117273, 24617705661, 148821, 24617906409, 148596, 24617895228, 4024280, 122966569782, 622614949, 9828890000, 4913000000, 0, 0, 14741890000, 0, 14741890000,47.090578
syrk_N1800, 134174890811, 17499240000, 105031105212, 93354138004, 11676967208, 17521938005, 11680210802, 5841727202, 5841727202, 34998480000, 274227174028,811800,197.753906, 24.719238, 0.772476,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,26801468, 171632, 23527215, 132, 26944384, 23527321, 77229115, 6448, 0, 7038, 37619011, 57377, 5841785590, 3304088, 227545291836, 17499240000, 5845030090, 40833720004, 53415546239, 132998232982, 116713050205, 714006437, 116740075337, 737727130, 29219087591, 171080, 29219255272, 171364, 29219253753, 7365017, 145959708953, 740576212, 11667240000, 5832000000, 0, 0, 17499240000, 0, 17499240000,55.457504
syrk_N1900, 157800331411, 20580610000, 123523396612, 109790949004, 13732447608, 20605899005, 13736061402, 6869837602, 6869837602, 41161220000, 322510237028,902500,220.336914, 27.542114, 0.860691,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,31967317, 199812, 27969369, 177, 32089908, 29380072, 85355711, 360, 0, 369, 41140920, 66574, 6869906644, 3680886, 267609401084, 20580610000, 6873518063, 48023830004, 55799058614, 151928101554, 137260087110, 838444855, 137291288693, 868030785, 34360908367, 200399, 34361128068, 200785, 34361092488, 7504902, 171652443277, 869868708, 13721610000, 6859000000, 0, 0, 20580610000, 0, 20580610000,65.632209
syrk_N2000, 184048012011, 24004000000, 144068028012, 128052020004, 16016008008, 24032020005, 16020012002, 8012008002, 8012008002, 48008000000, 376152060028,1002000,244.140625, 30.517578, 0.953674,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,36003412, 234209, 32190574, 102, 36228987, 32189342, 98285858, 1426, 1, 477, 45450617, 77992, 8012086014, 4082159, 312120115732, 24004000000, 8016091741, 56012000004, 73180438771, 185331049690, 160086462099, 977762428, 160123477581, 1009994909, 40073108653, 243782, 40073333330, 244009, 40073378503, 8433357, 200197547177, 1012359863, 16004000000, 8000000000, 0, 0, 24004000000, 0, 24004000000,75.595704
syrk_N2100, 213055932611, 27787410000, 166772999412, 148233351004, 18539648408, 27818301005, 18544062602, 9274238402, 9274238402, 55574820000, 435434643028,1102500,269.165039, 33.645630, 1.051426,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,44261865, 271486, 37692748, 1318, 44379592, 37205903, 111167101, 589, 0, 563, 51771802, 92568, 9274332074, 4508822, 361311431640, 27787410000, 9278746284, 64840230004, 82535539589, 209536022788, 185313145770, 1134634120, 185355618071, 1171900205, 46385785324, 273681, 46385871711, 271441, 46385866773, 12873651, 231742684135, 1178057958, 18526410000, 9261000000, 0, 0, 27787410000, 0, 27787410000,87.842582
syrk_N2200, 244962093211, 31948840000, 191746310812, 170430942004, 21315368808, 31982742005, 21320213202, 10662528802, 10662528802, 63897680000, 500639986028,1212200,295.410156, 36.926270, 1.153946,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,47700934, 312473, 42689393, 263, 48282902, 42663294, 125244730, 810, 0, 1094, 56994711, 104044, 10662632553, 4948486, 415417343515, 31948840000, 10667480198, 74550520004, 96738282608, 245990748520, 213060510700, 1300791460, 213109365186, 1343389954, 53328529081, 320565, 53328883604, 323914, 53328872148, 10951682, 266437456297, 1347668293, 21300840000, 10648000000, 0, 0, 31948840000, 0, 31948840000,101.552774
syrk_N2300, 279904493811, 36506290000, 219095962212, 194740793004, 24355169208, 36543343005, 24360463802, 12182879202, 12182879202, 73012580000, 572050089028,1322500,322.875977, 40.359497, 1.261234,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,57926289, 354315, 51826145, 108, 56821489, 50365754, 140451531, 2461, 9, 11440, 62946161, 122204, 12183001453, 5416991, 474671864551, 36506290000, 12188296072, 85184870004, 109275100425, 280655703022, 243447281829, 1490603745, 243503028084, 1539643609, 60932021953, 368798, 60932435013, 370030, 60932354052, 16872533, 304436297553, 1550721489, 24339290000, 12167000000, 0, 0, 36506290000, 0, 36506290000,115.347744
syrk_N2400, 318021134411, 41477760000, 248929953612, 221258904004, 27671049608, 41518104005, 27676814402, 13841289602, 13841289602, 82955520000, 649946952028,1442400,351.562500, 43.945312, 1.373291,5, 1, 0, 3, 3, 2, 2, 1, 21, 25,63904934, 417073, 55459815, 138, 64331701, 55398172, 154520670, 2424, 9, 4379, 69823692, 135127, 13841426453, 5908383, 539308982377, 41477760000, 13847192899, 96785280004, 111781911251, 305533985435, 276595827291, 1695561735, 276659031339, 1750613562, 69225443158, 401706, 69225843373, 417044, 69225957301, 20743940, 345883057870, 1761784789, 27653760000, 13824000000, 0, 0, 41477760000, 0, 41477760000,131.455935
trisolv_N1, 30, 1, 30, 21, 9, 8, 4, 3, 3, 6, 69,0,0.000092, 0.000011, 0.000000,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,27, 29, 5, 23, 37, 30, 2659, 1, 0, 1, 1817, 0, 39, 23, 234, 0, 57, 4, 528, 2885, 176, 2, 179, 7, 155, 4, 153, 30, 141, 9, 354, 39, 0, 0, 1, 1, 0, 0, 1,0.000002
trisolv_N2, 72, 4, 70, 55, 15, 16, 9, 6, 6, 17, 162,0,0.000244, 0.000031, 0.000001,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,18, 36, 5, 28, 38, 31, 2714, 1, 0, 1, 2044, 0, 42, 24, 314, 2, 61, 15, 507, 3018, 234, 6, 230, 6, 169, 8, 171, 33, 187, 16, 440, 36, 1, 1, 2, 2, 2, 0, 4,0.000002
trisolv_N4, 213, 16, 201, 168, 33, 41, 25, 15, 15, 54, 471,0,0.000732, 0.000092, 0.000003,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,24, 25, 8, 20, 30, 28, 1975, 1, 0, 1, 1598, 0, 51, 21, 577, 12, 72, 58, 542, 2975, 367, 4, 349, 12, 287, 7, 208, 25, 212, 10, 640, 38, 6, 6, 4, 4, 12, 0, 16,0.000002
trisolv_N8, 723, 64, 667, 574, 93, 127, 81, 45, 45, 188, 1581,0,0.002441, 0.000305, 0.000010,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,23, 29, 8, 25, 35, 32, 2464, 1, 0, 1, 2290, 0, 81, 25, 1523, 56, 106, 228, 1259, 4004, 836, 8, 811, 16, 410, 7, 363, 30, 363, 9, 1260, 49, 28, 28, 8, 8, 56, 0, 64,0.000003
trisolv_N16, 2655, 256, 2415, 2106, 309, 443, 289, 153, 153, 696, 5769,0,0.008789, 0.001099, 0.000034,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,46, 32, 20, 26, 45, 43, 2821, 1, 0, 1, 1818, 0, 189, 37, 5095, 240, 222, 904, 2763, 6908, 2634, 19, 2600, 36, 1082, 3, 1044, 24, 1036, 6, 3740, 66, 120, 120, 16, 16, 240, 0, 256,0.000005
trisolv_N32, 10167, 1024, 9175, 8050, 1125, 1651, 1089, 561, 561, 2672, 22017,0,0.033203, 0.004150, 0.000130,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,76, 32, 52, 26, 87, 77, 2999, 3, 0, 3, 2117, 0, 597, 51, 18959, 992, 646, 3600, 8449, 17195, 9163, 60, 9215, 112, 3322, 8, 3222, 36, 3228, 12, 12502, 148, 496, 496, 32, 32, 992, 0, 1024,0.000008
trisolv_N64, 39783, 4096, 35751, 31458, 4293, 6371, 4225, 2145, 2145, 10464, 86001,0,0.128906, 0.016113, 0.000504,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,158, 28, 121, 27, 149, 143, 3602, 9, 0, 9, 2129, 0, 2181, 83, 73567, 4032, 2262, 14368, 27021, 55366, 34673, 246, 34721, 368, 11570, 3, 11510, 31, 11497, 13, 46338, 406, 2016, 2016, 64, 64, 4032, 0, 4096,0.000024
trisolv_N128, 157383, 16384, 141127, 124354, 16773, 25027, 16641, 8385, 8385, 41408, 339921,0,0.507812, 0.063477, 0.001984,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,353, 26, 279, 17, 317, 291, 4052, 34, 0, 34, 3469, 0, 8422, 144, 290303, 16256, 8566, 57408, 88287, 193636, 134645, 1023, 135004, 1300, 43479, 5, 43369, 22, 43375, 56, 178375, 1360, 8128, 8128, 128, 128, 16256, 0, 16384,0.000085
trisolv_N256, 626055, 65536, 560775, 494466, 66309, 99203, 66049, 33153, 33153, 164736, 1351569,0,2.015625, 0.251953, 0.007874,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,725, 33, 638, 24, 702, 655, 5261, 131, 0, 131, 3630, 0, 33189, 274, 1153855, 65280, 33462, 229504, 295944, 698646, 531347, 4147, 531972, 4770, 168687, 13, 168614, 40, 168638, 119, 700764, 5027, 32640, 32640, 256, 256, 65280, 0, 65536,0.000301
trisolv_N300, 859057, 90000, 769357, 678452, 90905, 136053, 90601, 45451, 45451, 226050, 1854467,0,2.764893, 0.345612, 0.010800,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,1011, 32, 919, 27, 1004, 945, 5169, 178, 0, 178, 4003, 0, 45487, 318, 1537991, 89700, 45804, 315150, 427203, 972951, 728381, 5487, 729306, 6399, 230746, 9, 230704, 34, 230698, 183, 960003, 6807, 44850, 44850, 300, 300, 89700, 0, 90000,0.000424
trisolv_N400, 1525407, 160000, 1365807, 1204602, 161205, 241403, 160801, 80601, 80601, 401400, 3292617,0,4.907227, 0.613403, 0.019169,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,1485, 47, 1426, 33, 1470, 1465, 6623, 315, 0, 315, 5308, 1, 80638, 422, 3211792, 159600, 81055, 560200, 814483, 1951781, 1289854, 9570, 1291216, 10998, 487833, 13, 487818, 48, 487845, 203, 1779121, 12345, 79800, 79800, 400, 400, 159600, 0, 160000,0.000848
trisolv_N512, 2497287, 262144, 2235655, 1971970, 263685, 395011, 263169, 131841, 131841, 657152, 5390097,0,8.031250, 1.003906, 0.031372,2, 0, 0, 2, 2, 2, 2, 1, 9, 10,1661, 46, 1578, 26, 1627, 1614, 6655, 517, 0, 519, 6515, 1, 131878, 534, 4601280, 261632, 132407, 917760, 1078376, 2677362, 2110848, 16566, 2112377, 18166, 664965, 10, 664925, 36, 664919, 413, 2777383, 20305, 130816, 130816, 512, 512, 261632, 0, 262144,0.001156
